loan_status,grade,sub_grade,verification_status,purpose,term,initial_list_status,emp_length,home_ownership,application_type,loan_amnt,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,issue_d,earliest_cr_line,installment,int_rate,fico_range_low,fico_range_high,last_pymnt_amnt,last_pymnt_d,total_rec_int,addr_state,zip_code
Fully Paid,B,B3,Verified,car,36 months,f,3 years,ANY,JOINT,6136.00,222882.45,0.1362,1,4,7,0,14530.25,18.9998,34,4,0,Jan-2015,Mar-1995,191.10,13.4632,667,671,163.06,Jul-2015,363.13,NY,984xx
Fully Paid,B,B5,Source Verified,car,36 months,w,4 years,ANY,JOINT,29687.00,45297.18,0.2492,1,1,9,1,4902.09,10.8520,22,3,1,Nov-2014,Sep-1987,914.40,12.0944,818,822,941.59,May-2015,1147.32,AZ,242xx
Current,E,E2,Source Verified,car,36 months,w,< 1 year,MORTGAGE,INDIVIDUAL,37393.00,149003.60,0.0362,2,3,18,2,27069.00,38.2998,27,2,0,Sep-2020,Jan-1999,1244.50,22.0158,628,632,1266.14,Jan-2021,2502.93,GA,122xx
Current,C,C5,Source Verified,renewable_energy,36 months,f,7 years,RENT,INDIVIDUAL,6442.00,157387.38,0.2377,1,1,1,0,12530.54,15.1944,2,5,0,Jul-2016,Feb-1995,222.29,26.9170,723,727,208.52,Oct-2016,751.71,FL,915xx
Current,B,B1,Not Verified,major_purchase,36 months,w,7 years,RENT,INDIVIDUAL,37890.00,160212.49,0.2732,0,1,5,1,2206.93,67.6743,16,0,0,Jul-2021,Aug-1997,1173.32,12.7545,696,700,1193.45,Mar-2022,838.19,AZ,701xx
Current,B,B2,Not Verified,medical,36 months,f,9 years,RENT,INDIVIDUAL,10604.00,236507.13,0.2054,0,1,11,1,12831.10,50.4707,40,0,0,May-2019,May-2010,355.85,23.1204,595,599,338.62,May-2020,402.64,GA,612xx
Current,E,E4,Source Verified,renewable_energy,36 months,f,6 years,ANY,JOINT,4151.00,68817.90,0.0961,1,1,1,1,5411.31,26.7813,21,5,0,Sep-2019,Mar-2016,136.82,20.7341,785,789,130.31,Nov-2019,238.61,NY,375xx
Current,C,C5,Verified,renewable_energy,36 months,f,10+ years,RENT,INDIVIDUAL,9324.00,172589.26,0.1663,1,1,16,0,6026.47,41.5769,24,4,0,Aug-2021,Nov-1994,306.40,20.3364,728,732,310.64,Dec-2021,647.40,NC,963xx
Fully Paid,B,B3,Verified,vacation,36 months,w,10+ years,ANY,JOINT,25169.00,124227.69,0.2037,1,2,10,1,11054.56,28.1909,33,1,0,May-2020,Mar-1994,866.19,26.5495,655,659,845.24,Dec-2020,1649.07,WA,965xx
Current,B,B2,Verified,debt_consolidation,36 months,w,3 years,OWN,JOINT,7428.00,183882.55,0.1869,3,3,6,0,12584.27,62.8479,14,2,0,Oct-2020,Nov-2002,251.16,24.1414,817,821,246.77,Mar-2022,977.30,IL,647xx
Current,D,D1,Source Verified,medical,36 months,f,4 years,MORTGAGE,INDIVIDUAL,29374.00,235063.27,0.1358,1,3,11,1,16894.93,20.4457,32,1,1,Nov-2021,Apr-1998,980.78,22.4471,653,657,1024.41,Apr-2023,2910.19,NC,768xx
Fully Paid,A,A4,Verified,renewable_energy,36 months,f,7 years,RENT,JOINT,10097.00,186295.20,0.0628,0,0,15,1,20167.23,64.2282,24,3,0,May-2014,Mar-1985,297.26,6.6497,713,717,301.39,Jun-2014,207.64,AZ,733xx
Current,F,F2,Source Verified,house,60 months,w,8 years,ANY,INDIVIDUAL,39783.00,141317.55,0.1701,1,1,15,1,39364.86,64.6746,22,0,0,Dec-2014,Jan-2005,887.88,18.8383,787,791,910.37,Aug-2015,2512.99,WA,906xx
Fully Paid,C,C5,Verified,wedding,36 months,f,2 years,OWN,JOINT,2484.00,66331.29,0.1618,1,0,14,0,18594.53,49.7706,35,2,0,Jul-2016,May-1992,77.43,13.5762,730,734,63.15,Jul-2017,197.29,IL,180xx
Fully Paid,B,B2,Verified,credit_card,60 months,w,7 years,RENT,JOINT,27949.00,216402.14,0.0205,1,2,7,0,32515.22,39.0156,20,0,0,Sep-2021,Mar-1998,645.34,21.4108,596,600,644.50,Dec-2021,1562.81,TX,789xx
Late (31-120 days),D,D3,Source Verified,car,36 months,f,8 years,MORTGAGE,INDIVIDUAL,37017.00,233883.85,0.1238,3,0,13,1,1601.88,48.6531,27,5,0,Oct-2017,Jul-2007,1080.31,5.6256,608,612,1088.21,Jul-2018,941.53,NJ,817xx
Fully Paid,C,C3,Verified,debt_consolidation,36 months,f,8 years,RENT,INDIVIDUAL,31349.00,18650.32,0.1459,1,3,1,0,30414.82,34.9662,15,1,0,Jan-2015,Jul-2005,1011.88,18.0007,810,814,1026.28,Sep-2015,1861.53,CA,846xx
Current,A,A2,Source Verified,vacation,36 months,w,2 years,OWN,INDIVIDUAL,28760.00,188676.95,0.2538,1,4,17,0,22856.81,50.9083,38,0,0,Jun-2018,Apr-2016,912.51,15.8032,598,602,896.92,Jan-2019,2440.08,AZ,864xx
Current,B,B4,Verified,moving,60 months,f,2 years,OWN,INDIVIDUAL,15848.00,206610.27,0.3092,0,2,12,1,23009.34,49.8578,25,7,0,Oct-2017,Jul-2011,351.78,18.4356,608,612,349.82,Jan-2018,260.13,TX,643xx
Fully Paid,A,A2,Source Verified,medical,36 months,w,10+ years,RENT,JOINT,37771.00,196425.28,0.1773,1,2,2,2,9904.84,14.0325,5,2,0,Sep-2014,Mar-2012,1236.89,19.8774,697,701,1267.72,Mar-2015,1979.81,GA,843xx
Current,C,C1,Source Verified,major_purchase,36 months,w,6 years,OWN,INDIVIDUAL,11312.00,206336.92,0.3226,1,2,7,1,17190.33,35.1016,28,1,0,Nov-2020,Oct-1995,354.91,14.3871,695,699,327.74,Feb-2022,370.34,WA,931xx
Current,C,C1,Source Verified,other,36 months,f,7 years,MORTGAGE,JOINT,1261.00,234362.27,0.1415,0,0,13,1,4953.30,50.9658,30,1,0,Jul-2017,Jan-2012,42.50,23.7087,725,729,53.02,Sep-2017,60.06,AZ,143xx
Fully Paid,A,A5,Not Verified,house,60 months,f,1 year,ANY,JOINT,33657.00,166607.11,0.1721,0,1,14,1,3032.10,29.4668,42,1,0,Dec-2019,Mar-2001,807.14,24.3827,618,622,829.34,Nov-2020,3279.85,GA,858xx
Current,B,B1,Source Verified,car,60 months,f,10+ years,OWN,INDIVIDUAL,2793.00,233700.61,0.2701,1,1,7,0,7520.60,72.1809,13,1,0,Mar-2014,Jun-2004,55.50,10.6786,670,674,26.64,Sep-2014,99.41,NJ,934xx
Fully Paid,E,E4,Verified,vacation,36 months,w,9 years,MORTGAGE,INDIVIDUAL,3082.00,72796.99,0.2023,1,4,5,0,2270.09,58.4286,26,1,0,Dec-2019,Apr-1995,96.99,14.7665,603,607,91.23,Aug-2020,13.93,TX,479xx
Fully Paid,A,A5,Source Verified,renewable_energy,36 months,w,1 year,ANY,JOINT,28539.00,173750.44,0.1703,1,1,17,1,23043.75,26.2387,31,3,0,Jun-2016,Nov-1985,906.94,16.0049,580,584,879.14,Nov-2016,511.86,FL,727xx
Current,C,C1,Source Verified,vacation,36 months,f,2 years,RENT,INDIVIDUAL,24333.00,46952.01,0.1180,2,5,14,0,14587.77,32.9599,17,3,0,Mar-2015,Dec-1994,821.45,23.9234,668,672,840.31,Jun-2016,2653.57,CA,857xx
Fully Paid,G,G4,Source Verified,vacation,36 months,f,5 years,RENT,JOINT,12431.00,112276.89,0.2509,0,1,15,1,28238.01,21.9778,42,0,0,Jan-2017,Mar-2002,384.61,12.6488,619,623,401.94,May-2018,771.93,IL,322xx
Fully Paid,A,A2,Verified,house,60 months,f,3 years,MORTGAGE,INDIVIDUAL,4476.00,145874.09,0.1961,0,1,5,1,20509.46,61.1674,23,3,0,Oct-2014,Jun-2004,84.20,7.1494,720,724,73.79,Sep-2015,131.63,NJ,159xx
Current,E,E5,Source Verified,vacation,36 months,f,1 year,ANY,JOINT,5249.00,116578.20,0.1663,2,2,3,1,10000.31,60.5739,15,1,0,Oct-2018,Mar-2014,160.48,11.1855,811,815,134.36,May-2019,180.84,IL,852xx
Fully Paid,A,A1,Source Verified,car,36 months,w,8 years,ANY,JOINT,22858.00,52438.57,0.2198,0,2,6,2,2444.98,61.7942,19,0,0,Aug-2019,Mar-1997,717.47,14.4418,622,626,712.13,Dec-2020,503.20,NC,848xx
Current,D,D5,Not Verified,small_business,36 months,w,8 years,MORTGAGE,INDIVIDUAL,33399.00,208012.06,0.1619,1,1,18,0,4356.85,61.2843,21,1,0,Sep-2020,Nov-1992,975.65,5.7365,591,595,981.40,Mar-2021,696.04,FL,417xx
Fully Paid,A,A3,Not Verified,debt_consolidation,36 months,w,< 1 year,ANY,INDIVIDUAL,24978.00,213040.54,0.1187,1,6,21,1,3331.23,48.0015,37,4,0,Aug-2015,Oct-2012,735.57,6.6845,725,729,763.70,Sep-2016,577.12,FL,505xx
Current,C,C2,Verified,credit_card,36 months,f,2 years,RENT,INDIVIDUAL,23301.00,100213.91,0.2075,1,4,5,0,34071.61,76.1189,33,4,0,Oct-2016,Nov-2002,706.52,10.1745,670,674,680.19,Jul-2017,1334.95,TX,482xx
Fully Paid,D,D5,Not Verified,wedding,36 months,w,3 years,MORTGAGE,INDIVIDUAL,25682.00,177541.69,0.2443,0,3,13,0,11898.11,30.2876,30,6,1,Aug-2014,May-1985,860.74,22.9497,638,642,843.40,Dec-2014,690.87,NC,767xx
Current,A,A5,Verified,small_business,36 months,f,7 years,OWN,JOINT,1186.00,48918.78,0.2290,2,2,17,0,20526.84,34.9689,19,3,0,Jun-2020,Jul-2014,35.91,10.0080,642,646,37.50,May-2021,42.65,NY,609xx
Fully Paid,E,E5,Verified,debt_consolidation,60 months,w,5 years,OWN,JOINT,23369.00,196859.05,0.2684,0,1,10,0,4136.49,53.0793,21,2,0,Apr-2014,Jul-2005,469.90,11.4712,768,772,482.62,Jun-2014,1431.74,TX,819xx
Current,B,B1,Source Verified,credit_card,36 months,w,7 years,OWN,JOINT,15254.00,181651.83,0.2371,0,1,1,1,25719.75,26.9892,2,1,0,Apr-2019,May-2008,468.57,11.7614,808,812,455.64,Dec-2019,502.73,WA,472xx
Fully Paid,C,C5,Verified,vacation,36 months,w,2 years,RENT,INDIVIDUAL,12190.00,141066.45,0.3852,1,9,21,1,1486.93,38.4437,23,5,0,Sep-2017,Jun-1999,394.50,18.3400,665,669,369.92,Aug-2018,63.31,FL,858xx
Current,D,D2,Verified,renewable_energy,60 months,f,1 year,RENT,INDIVIDUAL,30368.00,86979.68,0.2033,2,1,9,1,3092.85,29.7726,30,2,0,Jul-2021,Oct-2003,694.08,20.6303,800,804,717.27,Dec-2022,3560.71,AZ,376xx
Fully Paid,D,D5,Source Verified,other,36 months,f,5 years,MORTGAGE,JOINT,30556.00,98287.74,0.1845,1,0,8,1,12546.77,7.5756,12,2,0,Nov-2014,Oct-1988,939.29,11.8491,600,604,945.45,Apr-2015,1089.08,FL,362xx
Current,F,F1,Source Verified,debt_consolidation,36 months,f,10+ years,OWN,JOINT,3147.00,108071.03,0.1118,2,3,16,1,26646.11,63.8795,17,3,0,Mar-2022,Jan-1998,108.32,26.5716,730,734,80.59,Jul-2023,65.38,NY,889xx
Fully Paid,E,E3,Verified,credit_card,60 months,f,1 year,ANY,JOINT,18252.00,55469.24,0.1093,0,4,8,1,9080.38,64.8583,25,6,1,Feb-2014,Jan-1989,418.77,20.9230,682,686,405.21,May-2014,255.16,WA,825xx
Fully Paid,B,B1,Verified,other,36 months,f,1 year,OWN,JOINT,10706.00,93098.71,0.1156,1,2,17,0,15735.05,44.0966,29,3,0,May-2022,Jan-2009,329.20,11.8839,738,742,296.79,Sep-2022,593.86,FL,572xx
Fully Paid,A,A3,Verified,credit_card,60 months,w,1 year,OWN,JOINT,10349.00,203334.89,0.0723,1,6,17,0,5379.95,59.5814,37,5,0,Mar-2017,Apr-2000,215.96,14.0033,738,742,252.37,Jun-2017,443.18,TX,169xx
Fully Paid,B,B2,Not Verified,small_business,36 months,w,7 years,RENT,JOINT,1363.00,195991.00,0.1030,0,2,7,1,47439.03,63.9092,28,3,0,Jul-2022,Oct-2006,44.49,19.4464,803,807,74.80,Jan-2023,54.67,AZ,723xx
Current,E,E3,Verified,credit_card,60 months,f,9 years,ANY,INDIVIDUAL,19900.00,213816.56,0.2344,1,2,8,0,12234.97,50.6368,15,5,0,Jan-2018,Nov-2000,453.49,20.4053,715,719,452.43,Apr-2018,2339.36,AZ,747xx
Fully Paid,D,D1,Verified,renewable_energy,36 months,f,4 years,MORTGAGE,JOINT,3861.00,31515.65,0.1634,0,1,13,0,9360.63,76.8276,17,2,0,Nov-2015,Jan-2013,120.97,14.2140,768,772,143.59,Jun-2016,75.24,NJ,265xx
Current,C,C5,Source Verified,major_purchase,36 months,f,1 year,ANY,INDIVIDUAL,17510.00,22690.64,0.2199,1,0,8,1,15450.61,38.6637,28,3,0,Aug-2020,Mar-1992,597.44,25.3697,702,706,580.84,Mar-2021,2373.96,GA,544xx
Current,D,D5,Verified,wedding,36 months,f,9 years,ANY,INDIVIDUAL,24299.00,41504.22,0.2252,1,2,4,1,4289.49,82.7389,9,1,0,May-2021,Jun-2002,746.90,11.8410,792,796,742.00,Jul-2021,298.86,NJ,739xx
Fully Paid,G,G1,Verified,other,60 months,f,1 year,OWN,JOINT,5821.00,34045.08,0.2786,0,2,17,1,4028.15,89.5394,40,6,0,Aug-2014,Sep-1994,139.09,24.0904,766,770,154.48,Oct-2015,696.84,NC,321xx
Current,B,B1,Source Verified,other,36 months,f,6 years,OWN,INDIVIDUAL,36150.00,146067.27,0.2228,1,5,2,1,429.62,40.1029,20,3,0,Mar-2016,May-1985,1223.94,24.3175,734,738,1200.78,Apr-2016,129.88,NC,946xx
Fully Paid,A,A2,Source Verified,small_business,36 months,w,< 1 year,MORTGAGE,JOINT,22788.00,141133.98,0.1940,1,3,19,0,27583.87,50.0800,45,1,0,Feb-2016,Feb-1995,765.96,23.3381,690,694,713.70,Oct-2016,2588.92,AZ,356xx
Current,E,E3,Verified,other,60 months,w,6 years,OWN,INDIVIDUAL,9925.00,23748.63,0.2325,1,1,5,0,7765.50,51.9198,32,1,0,Aug-2018,Sep-1999,216.92,17.2986,759,763,217.27,Jan-2019,877.78,IL,719xx
Current,B,B3,Verified,renewable_energy,36 months,f,6 years,MORTGAGE,JOINT,32475.00,154435.61,0.2680,0,0,7,0,4298.61,62.1592,13,1,0,Jul-2020,Jan-2012,954.99,6.5166,645,649,997.20,Apr-2021,761.62,NC,337xx
Fully Paid,C,C4,Source Verified,other,36 months,w,< 1 year,MORTGAGE,JOINT,13668.00,24509.94,0.2025,0,2,4,0,39361.91,73.0573,20,1,0,Feb-2018,Nov-2000,462.45,24.2261,782,786,454.29,Apr-2019,1332.05,NY,553xx
Current,F,F5,Source Verified,renewable_energy,36 months,w,6 years,OWN,INDIVIDUAL,17803.00,117574.47,0.1223,1,2,17,1,4535.41,66.3323,46,3,1,Nov-2015,Aug-1994,563.85,15.5757,719,723,570.49,Jan-2017,1431.86,NY,378xx
Current,A,A3,Verified,debt_consolidation,36 months,f,8 years,OWN,INDIVIDUAL,29144.00,68157.23,0.0609,2,1,3,0,17677.43,6.5602,15,3,0,Aug-2021,Nov-2001,990.95,24.8963,600,604,1000.87,Oct-2022,1449.30,NC,791xx
Fully Paid,D,D5,Not Verified,credit_card,60 months,f,4 years,OWN,JOINT,19836.00,180898.01,0.1745,0,2,9,1,29655.09,30.0323,33,5,0,Jun-2020,Mar-1995,463.00,22.2492,725,729,426.87,Nov-2020,1942.81,GA,209xx
Fully Paid,A,A5,Not Verified,other,36 months,w,3 years,RENT,INDIVIDUAL,28311.00,115543.42,0.2057,2,2,1,0,12793.30,51.6314,28,4,0,Jun-2019,Oct-1996,859.61,10.3412,704,708,874.89,Jul-2020,679.61,WA,558xx
Fully Paid,G,G4,Source Verified,vacation,36 months,w,8 years,MORTGAGE,JOINT,16244.00,106281.52,0.1165,1,1,11,0,17404.44,56.5839,30,1,0,Aug-2021,Jul-2008,478.40,6.6912,715,719,476.61,Oct-2021,39.91,IL,505xx
Fully Paid,C,C5,Verified,vacation,60 months,w,10+ years,OWN,JOINT,10188.00,41407.16,0.2932,1,0,6,0,9176.21,5.0407,25,0,0,Aug-2017,Mar-2009,214.14,14.5061,602,606,234.39,Feb-2018,7.55,CA,438xx
Current,C,C1,Not Verified,wedding,36 months,w,5 years,RENT,JOINT,7709.00,221017.11,0.0199,0,1,13,0,4777.78,34.2798,38,1,0,Mar-2020,Sep-2006,262.23,24.9522,686,690,237.53,Aug-2020,157.91,NJ,941xx
Fully Paid,A,A4,Not Verified,major_purchase,36 months,w,7 years,RENT,JOINT,28104.00,110919.60,0.1360,0,1,19,0,5410.33,52.1158,30,2,0,Jan-2021,Mar-2015,874.23,13.3165,661,665,862.14,Apr-2021,1384.95,NJ,537xx
Fully Paid,D,D4,Source Verified,other,36 months,f,2 years,RENT,INDIVIDUAL,23051.00,104569.88,0.1496,0,1,4,0,12473.61,45.1165,21,3,0,Aug-2019,Oct-1999,702.89,10.8598,681,685,712.08,Oct-2020,1247.02,TX,123xx
Current,A,A3,Not Verified,debt_consolidation,36 months,f,2 years,ANY,INDIVIDUAL,37855.00,203580.70,0.2334,0,3,8,1,4862.78,57.7724,11,2,0,May-2014,Oct-1996,1246.28,20.5784,664,668,1239.14,Oct-2014,1220.13,WA,817xx
Current,A,A2,Source Verified,vacation,60 months,w,1 year,MORTGAGE,JOINT,19267.00,231681.71,0.1436,1,4,7,0,782.21,35.5785,35,6,0,Sep-2016,Jan-1986,433.39,19.4247,796,800,456.19,Sep-2016,484.85,AZ,381xx
Fully Paid,E,E1,Source Verified,renewable_energy,36 months,f,10+ years,RENT,INDIVIDUAL,16433.00,182297.80,0.2419,1,3,4,0,29690.81,61.1372,18,4,0,May-2015,Mar-1990,566.70,26.8320,631,635,583.39,Jun-2016,605.18,WA,144xx
Fully Paid,A,A1,Source Verified,renewable_energy,36 months,f,1 year,OWN,JOINT,17447.00,189482.74,0.1841,1,1,17,0,3539.26,30.3146,33,2,0,Jul-2019,Sep-2016,520.16,8.1433,761,765,472.24,Aug-2019,448.53,NC,190xx
Default,B,B5,Not Verified,renewable_energy,60 months,f,10+ years,OWN,JOINT,7902.00,78556.83,0.2132,2,5,1,1,37634.82,44.0127,12,0,0,Jun-2019,Oct-1992,150.32,7.8552,604,608,133.59,Jul-2019,270.67,NJ,718xx
In Grace Period,A,A3,Verified,small_business,36 months,f,1 year,ANY,JOINT,5870.00,128962.61,0.1208,4,2,13,1,3159.39,24.9409,27,2,0,Jun-2014,Feb-1989,202.62,26.9605,630,634,176.40,Dec-2014,370.95,NJ,517xx
Fully Paid,C,C2,Not Verified,credit_card,36 months,w,2 years,RENT,INDIVIDUAL,35599.00,235330.68,0.1412,1,3,10,0,39229.89,33.7390,28,1,0,Feb-2020,Jan-1993,1157.98,19.0022,667,671,1158.70,Jun-2021,1088.86,IL,824xx
Fully Paid,C,C3,Not Verified,medical,36 months,f,7 years,OWN,INDIVIDUAL,9446.00,136872.97,0.1135,1,1,16,0,8907.22,41.5669,31,1,1,Feb-2020,Mar-2000,323.21,25.7555,808,812,288.68,Jan-2021,101.32,GA,526xx
In Grace Period,B,B4,Verified,credit_card,60 months,f,3 years,ANY,INDIVIDUAL,15267.00,71571.52,0.0772,2,1,12,0,1087.26,64.1279,20,1,0,Mar-2017,Feb-2004,287.12,7.1330,588,592,269.00,Mar-2018,535.63,CA,397xx
Current,C,C3,Verified,car,36 months,w,< 1 year,MORTGAGE,INDIVIDUAL,7268.00,73640.80,0.1583,0,0,2,1,23078.59,65.3333,19,2,0,Feb-2014,Oct-1993,239.32,20.5989,621,625,278.35,Jan-2015,613.91,GA,122xx
Current,D,D3,Verified,small_business,36 months,f,2 years,ANY,JOINT,15955.00,131068.40,0.0551,0,3,10,0,4138.28,55.1952,34,5,0,Sep-2020,Jul-2004,486.72,10.9122,785,789,497.63,Nov-2021,1016.46,NC,728xx
Current,A,A1,Not Verified,moving,36 months,w,2 years,MORTGAGE,JOINT,32260.00,172879.50,0.2951,0,5,5,0,31992.34,31.0715,19,0,0,Jun-2022,Feb-2005,972.93,9.5249,674,678,973.37,Nov-2023,988.88,NY,608xx
Fully Paid,B,B2,Not Verified,renewable_energy,36 months,f,8 years,MORTGAGE,JOINT,28240.00,221869.62,0.1359,0,1,9,0,79.56,97.8037,20,4,0,Apr-2018,Apr-1997,940.55,22.1108,613,617,934.12,May-2018,1117.04,GA,844xx
Current,C,C1,Source Verified,vacation,60 months,w,1 year,MORTGAGE,INDIVIDUAL,37443.00,153983.72,0.0852,1,1,15,0,17980.57,64.7501,38,2,0,Dec-2022,Jun-2017,778.05,13.7095,655,659,780.45,Dec-2023,2353.96,FL,901xx
Fully Paid,D,D3,Source Verified,home_improvement,36 months,f,3 years,ANY,INDIVIDUAL,21807.00,113559.89,0.1648,1,0,7,0,27198.45,31.2155,17,0,1,Feb-2014,Jan-1988,685.44,14.6174,826,830,721.11,Feb-2014,870.89,NJ,667xx
Fully Paid,F,F1,Not Verified,vacation,36 months,w,3 years,RENT,JOINT,7761.00,18164.38,0.1312,1,6,19,1,17757.00,44.6466,20,4,0,Dec-2022,Jun-2019,248.38,16.9045,695,699,308.46,Nov-2023,361.67,GA,174xx
Current,C,C4,Not Verified,vacation,36 months,f,1 year,RENT,INDIVIDUAL,16985.00,196752.86,0.1510,0,5,8,1,9135.92,50.6502,23,1,0,Jan-2020,Aug-2016,578.17,25.0489,742,746,571.83,May-2020,501.43,FL,300xx
Fully Paid,E,E5,Source Verified,house,36 months,f,10+ years,RENT,JOINT,8791.00,161687.15,0.2902,0,1,13,1,37687.93,25.4353,24,2,0,Apr-2021,Nov-2014,296.96,24.0078,684,688,297.93,Jan-2022,95.75,FL,495xx
Current,D,D1,Not Verified,debt_consolidation,60 months,w,8 years,RENT,INDIVIDUAL,34638.00,52343.58,0.2394,1,3,21,0,12712.61,84.9743,43,2,0,Dec-2021,Mar-2012,691.06,10.9475,616,620,674.64,Feb-2023,833.74,CA,667xx
Current,B,B4,Not Verified,car,36 months,w,4 years,RENT,JOINT,33860.00,150098.95,0.1332,2,1,11,1,26866.79,38.1028,36,0,0,Sep-2017,Jan-1993,1106.51,19.6043,662,666,1090.36,Sep-2017,140.59,NC,580xx
Fully Paid,E,E1,Not Verified,moving,36 months,w,6 years,ANY,INDIVIDUAL,35638.00,212087.42,0.2457,2,5,15,0,12711.91,53.7122,32,6,0,Dec-2019,Aug-1990,1115.87,14.1336,723,727,1106.09,Mar-2021,1012.34,FL,644xx
Fully Paid,E,E1,Source Verified,house,36 months,f,5 years,MORTGAGE,JOINT,15987.00,45092.40,0.2995,2,2,4,0,9278.92,48.5409,25,3,0,Apr-2017,Aug-1988,490.33,11.5721,687,691,485.77,Aug-2018,690.78,GA,537xx
Fully Paid,C,C5,Source Verified,other,36 months,f,< 1 year,RENT,INDIVIDUAL,17583.00,53910.73,0.2904,1,1,12,0,1214.07,58.5293,32,2,0,Aug-2021,Aug-2018,602.83,26.0273,809,813,601.72,Oct-2022,2029.70,NC,570xx
Current,G,G3,Verified,moving,36 months,f,< 1 year,ANY,INDIVIDUAL,31875.00,82783.56,0.1034,2,1,7,1,1183.66,61.3540,27,6,0,Jan-2021,Oct-1990,963.15,9.7551,660,664,973.51,Oct-2021,730.22,CA,865xx
Fully Paid,D,D5,Verified,vacation,36 months,w,3 years,ANY,INDIVIDUAL,8285.00,61048.35,0.1441,1,4,13,1,770.95,66.0972,39,2,0,Feb-2015,Jan-1998,279.35,23.7573,800,804,275.15,Aug-2015,48.12,NY,953xx
Fully Paid,G,G4,Source Verified,house,36 months,f,9 years,MORTGAGE,INDIVIDUAL,2540.00,156906.94,0.1378,4,3,3,0,27320.83,47.6035,7,4,0,Dec-2020,Mar-2007,75.21,7.3229,768,772,65.65,Jan-2021,22.44,FL,451xx
Fully Paid,C,C1,Verified,moving,60 months,f,10+ years,ANY,INDIVIDUAL,8728.00,39693.50,0.1156,1,6,10,0,19311.99,56.8151,16,0,0,Nov-2021,Jun-1996,189.50,16.8185,655,659,155.84,Feb-2023,533.73,NJ,594xx
Current,G,G1,Verified,vacation,36 months,f,8 years,RENT,INDIVIDUAL,39963.00,26134.39,0.2438,0,4,1,1,11096.80,50.2025,5,2,0,Apr-2019,Oct-2016,1274.42,16.4493,751,755,1298.28,Nov-2019,173.06,NJ,124xx
Current,B,B2,Verified,home_improvement,36 months,w,4 years,RENT,JOINT,39117.00,72016.99,0.2135,1,4,4,1,108.05,64.6629,8,5,0,Dec-2022,Jun-2010,1251.01,16.8138,814,818,1272.14,May-2023,794.50,FL,450xx
Current,A,A2,Source Verified,car,36 months,f,7 years,ANY,INDIVIDUAL,29621.00,166409.72,0.0745,1,1,8,1,22093.23,32.1908,12,1,0,Aug-2016,Dec-2006,940.30,15.8667,830,834,952.70,Mar-2017,2326.21,GA,695xx
Fully Paid,C,C2,Verified,moving,36 months,w,< 1 year,MORTGAGE,INDIVIDUAL,39663.00,25070.71,0.0305,1,7,4,0,4117.60,31.6203,28,1,0,Jun-2014,May-2012,1268.31,16.7975,620,624,1281.40,Mar-2015,989.34,IL,250xx
Fully Paid,D,D1,Not Verified,major_purchase,36 months,w,1 year,OWN,INDIVIDUAL,13295.00,145309.08,0.0000,0,1,9,1,31829.99,75.5830,22,5,0,Sep-2017,Jan-1994,450.39,24.3949,802,806,439.91,Jun-2018,1576.97,TX,666xx
Current,A,A3,Source Verified,moving,36 months,w,7 years,OWN,INDIVIDUAL,31052.00,109491.26,0.1309,1,4,15,1,32023.09,19.8671,37,2,0,Feb-2019,Jun-2004,950.38,11.3128,693,697,943.98,Apr-2020,1823.70,CA,100xx
Default,C,C5,Source Verified,small_business,36 months,w,1 year,OWN,INDIVIDUAL,9581.00,160484.60,0.2102,2,2,8,1,22207.33,36.7892,29,3,0,Jan-2017,Jul-1986,323.90,24.1155,587,591,331.62,Oct-2017,837.57,NC,115xx
Fully Paid,A,A3,Not Verified,medical,36 months,w,9 years,OWN,INDIVIDUAL,7465.00,120331.10,0.1676,1,2,13,1,16808.35,73.3670,29,4,0,Apr-2021,Dec-2019,233.19,13.8386,580,584,211.58,Aug-2021,364.37,CA,141xx
Fully Paid,C,C5,Source Verified,credit_card,36 months,f,< 1 year,RENT,INDIVIDUAL,15045.00,154235.32,0.1615,0,2,5,1,3523.82,21.4475,12,2,0,Sep-2019,Jul-2017,443.70,6.8538,629,633,423.19,Sep-2020,330.64,NY,312xx
Fully Paid,C,C2,Verified,debt_consolidation,36 months,w,1 year,ANY,INDIVIDUAL,39148.00,57327.08,0.1877,2,3,13,1,29180.80,65.3190,24,2,0,Mar-2021,Jun-2001,1249.47,16.5555,663,667,1218.55,Apr-2022,2098.70,NY,395xx
Current,F,F4,Source Verified,credit_card,36 months,w,5 years,MORTGAGE,JOINT,26400.00,121908.36,0.1304,1,2,21,1,20597.65,66.2084,32,1,0,Jun-2015,Oct-2008,844.03,16.7727,806,810,899.25,Feb-2016,2282.30,NJ,157xx
Fully Paid,E,E1,Source Verified,small_business,60 months,f,9 years,OWN,INDIVIDUAL,28328.00,210523.74,0.2392,0,0,1,0,3607.55,54.9570,21,3,0,Nov-2022,Dec-2004,614.81,16.7890,773,777,604.74,Mar-2023,2061.47,AZ,907xx
Charged Off,E,E3,Source Verified,credit_card,36 months,w,2 years,OWN,JOINT,21885.00,189277.50,0.2032,4,1,20,1,18055.11,75.3575,31,5,0,Jul-2019,Aug-1989,661.02,9.7051,600,604,653.37,Sep-2019,1240.41,GA,387xx
